GoogleCountry,Ecosystem,GoogleCity,Region,flag
Pakistan,Peshawar,Mardan,Asia,1
Pakistan,Peshawar,Nowshera,Asia,-2
Pakistan,Peshawar,Topi,Asia,-2
Pakistan,Peshawar,Attock,Asia,1
Paraguay,Asuncion,San José de los Arroyos,Latin America,-2
Paraguay,Asuncion,Itá,Latin America,-2
Paraguay,Asuncion,Asuncion,Latin America,1
Paraguay,Asuncion,San Lorenzo,Latin America,1
Paraguay,Asuncion,Villa Elisa,Latin America,-2
Peru,Lima,Miraflores,,-2
Peru,Lima,San Martín de Porres,,-2
Peru,Lima,Chorrillos,,1
Peru,Lima,San Isidro,,1
Peru,Lima,San Martn de Porres,,-2
Peru,Lima,Santiago de Surco,,-2
Peru,Lima,Tacna,,1
Peru,Lima,La Molina,,-2
Peru,Lima,San Miguel,,1
Peru,Lima,Lima,,1
Peru,Lima,Los Olivos,,-2
Peru,Lima,Callao District,,-2
Peru,Lima,Carabayllo District,,-2
Peru,Lima,Lima District,,-2
Peru,Lima,La Rinconada,,-2
Peru,Lima,Magdalena del Mar,,-2
Peru,Lima,Barranco District,,-2
Peru,Lima,Jesus Maria,,-2
Peru,Lima,Ate,,-2
Peru,Lima,San Borja,,-2
Peru,Lima,Surquillo,,-2
Peru,Lima,La Victoria,,1
Peru,Lima,Concepción,,1
Peru,Lima,Lince,,-2
Peru,Lima,Asia,,1
Peru,Lima,Olmos,,-2
Philippines,Manila,Caloocan,Asia,1
Philippines,Manila,Angeles,Asia,-1
Philippines,Manila,Antipolo,Asia,1
Philippines,Manila,Mexico,Asia,1
Philippines,Manila,Novaliches,Asia,1
Philippines,Manila,Makati,Asia,1
Philippines,Manila,Bacoor,Asia,1
Philippines,Manila,Santa Rita,Asia,1
Philippines,Manila,Batangas,Asia,1
Philippines,Manila,Los Baños,Asia,1
Philippines,Manila,Taguig,Asia,1
Philippines,Manila,Calamba,Asia,1
Philippines,Manila,Cavite City,Asia,1
Philippines,Manila,Concepcion,Asia,1
Philippines,Manila,Cubao,Asia,1
Philippines,Manila,General Trias,Asia,-2
Philippines,Manila,Las Pinas,Asia,1
Philippines,Manila,Lipa,Asia,1
Philippines,Manila,Pasig,Asia,1
Philippines,Manila,Quezon City,Asia,1
Philippines,Manila,Malate,Asia,1
Philippines,Manila,Mandaluyong,Asia,1
Philippines,Manila,Manila,Asia,1
Philippines,Manila,Muntinlupa,Asia,1
Philippines,Manila,Olongapo,Asia,1
Philippines,Manila,Ortigas Center,Asia,1
Philippines,Manila,Parañaque,Asia,1
Philippines,Manila,Pasay,Asia,1
Philippines,Manila,Rosario,Asia,1
Philippines,Manila,San Juan,Asia,1
Philippines,Manila,San Miguel,Asia,1
Philippines,Manila,San Pedro,Asia,1
Philippines,Manila,Santa Rosa,Asia,1
Philippines,Manila,Tanauan,Asia,1
Philippines,Manila,Valenzuela,Asia,1
Philippines,Manila,Rodriguez,Asia,1
Philippines,Cebu City,Lapu-Lapu City,Asia,1
Philippines,Cebu City,Cebu City,Asia,1
Philippines,Davao,Davao City,Asia,1
Philippines,Davao,Malalag,Asia,-2
Philippines,Cebu City,Cadiz City,Asia,-2
Philippines,Davao,Digos City,Asia,-2
Philippines,Davao,Kidapawan City,Asia,-2
Philippines,Cebu City,Escalante City,Asia,-2
Philippines,Davao,Matanao,Asia,-2
Philippines,Cebu City,Tagbilaran City,Asia,1
Philippines,Cebu City,Talisay City,Asia,-2
Philippines,Cebu City,Mandaue City,Asia,1
Philippines,Davao,Kibawe,Asia,-2
Philippines,Cebu City,Minglanilla,Asia,1
Philippines,Cebu City,Toledo City,Asia,1
Philippines,Cebu City,Danao City,Asia,-2
Philippines,Cebu City,Bogo City,Asia,-2
Philippines,Davao,M'lang,Asia,-2
Philippines,Cebu City,Oslob,Asia,-2
Poland,Warsaw,Michalów-Grabina,Europe,-2
Poland,Warsaw,Siestrzen,Europe,-2
Poland,Wroclaw,Karpacz,Europe,-2
Poland,Wroclaw,Zabkowice Slaskie,Europe,-2
Poland,Wroclaw,Dolsk,Europe,-2
Poland,Krakow,Podgórze,Europe,-2
Poland,Warsaw,Zyrardw,Europe,-2
Poland,Warsaw,Sródmiescie,Europe,-2
Poland,Krakow,Bielsko-Biala,Europe,1
Poland,Krakow,Poczesna,Europe,-2
Poland,Krakow,Polanka Wielka,Europe,-2
Poland,Warsaw,Leoncin,Europe,-2
Poland,Wroclaw,Scinawka Srednia,Europe,-2
Poland,Wroclaw,Wroclaw,Europe,1
Poland,Warsaw,Czosnw,Europe,-2
Poland,Wroclaw,Pakoslawice,Europe,-2
Poland,Krakow,Czechowice-Dziedzice,Europe,1
Poland,Krakow,Myszkow,Europe,-2
Poland,Warsaw,Mokotów,Europe,-2
Poland,Krakow,Piekary Slaskie,Europe,-2
Poland,Krakow,Zernica,Europe,-2
Poland,Krakow,Oswiecim,Europe,-2
Poland,Krakow,Wegrzce,Europe,-2
Poland,Wroclaw,Leszno,Europe,1
Poland,Krakow,Liszki,Europe,-2
Poland,Krakow,Wolbrom,Europe,-2
Poland,Warsaw,Wola Wodynska,Europe,-2
Poland,Krakow,Myslowice,Europe,-2
Poland,Krakow,Rybnik,Europe,1
Poland,Wroclaw,Olesno,Europe,-2
Poland,Warsaw,Praga Poludnie,Europe,-2
Poland,Krakow,Bytom,Europe,1
Poland,Krakow,Sosnowiec,Europe,1
Poland,Wroclaw,Gostyn,Europe,-2
Poland,Warsaw,Duchnice,Europe,-2
Poland,Wroclaw,Polska Nowa Wies,Europe,-2
Poland,Warsaw,Grodzisk Mazowiecki,Europe,-2
Poland,Warsaw,Nowy Dwr Mazowiecki,Europe,-2
Poland,Wroclaw,Krzemieniewo,Europe,-2
Poland,Warsaw,Wieliszew,Europe,-2
Poland,Krakow,Nowy Sacz,Europe,1
Poland,Warsaw,Warsaw,Europe,1
Poland,Wroclaw,Bielany Wroclawskie,Europe,-2
Poland,Krakow,Kraków,Europe,1
Poland,Krakow,Mogilany,Europe,-2
Poland,Warsaw,Otwock,Europe,-2
Poland,Wroclaw,Olesnica,Europe,-2
Poland,Warsaw,Wiazowna,Europe,-2
Poland,Warsaw,Raszyn,Europe,-2
Poland,Krakow,Grki Wielkie,Europe,-2
Poland,Wroclaw,Bielawa,Europe,1
Poland,Krakow,Ogrodzieniec,Europe,-2
Poland,Krakow,Bierun,Europe,-2
Poland,Warsaw,Blonie,Europe,-2
Poland,Krakow,Brzozowa,Europe,-2
Poland,Warsaw,Szeligi,Europe,-2
Poland,Warsaw,Plock,Europe,-2
Poland,Warsaw,Runw,Europe,-2
Poland,Krakow,Katowice,Europe,1
Poland,Wroclaw,Krotoszyn,Europe,-2
Poland,Warsaw,Minsk Mazowiecki,Europe,-2
Poland,Wroclaw,Ostrow Wielkopolski,Europe,-2
Poland,Krakow,Grodzisko,Europe,-2
Poland,Wroclaw,Suchy Bór,Europe,-2
Poland,Krakow,Tarnow,Europe,1
Poland,Krakow,Ruda Slaska,Europe,-2
Poland,Warsaw,Pruszków,Europe,1
Poland,Krakow,Zakopane,Europe,-2
Poland,Warsaw,Mysiadlo,Europe,-2
Poland,Krakow,Andrychw,Europe,-2
Poland,Krakow,Tychy,Europe,1
Poland,Krakow,Lelw,Europe,-2
Poland,Wroclaw,Solna,Europe,-2
Poland,Warsaw,Lomianki,Europe,1
Poland,Krakow,Zabierzów,Europe,-2
Poland,Warsaw,Sokolów Podlaski,Europe,-2
Poland,Warsaw,Klaudyn,Europe,-2
Poland,Krakow,Mikolow,Europe,-2
Poland,Krakow,Wloszczowa,Europe,-2
Poland,Warsaw,Legionowo,Europe,-2
Poland,Warsaw,Józefów,Europe,-2
Poland,Krakow,Dabrowa Gornicza,Europe,-2
Poland,Krakow,Trzebinia,Europe,-2
Poland,Krakow,Chorzow,Europe,-2
Poland,Krakow,Jaworze,Europe,-2
Poland,Wroclaw,Walbrzych,Europe,1
Poland,Krakow,Wieliczka,Europe,-2
Poland,Warsaw,Wolomin,Europe,-2
Poland,Krakow,Niepolomice,Europe,-2
Poland,Krakow,Tarnowskie Gory,Europe,-2
Poland,Warsaw,Nieporet,Europe,-2
Poland,Wroclaw,Ostrzeszow,Europe,-2
Poland,Wroclaw,Brzeg Dolny,Europe,-2
Poland,Warsaw,Józefoslaw,Europe,-2
Poland,Warsaw,Piaseczno,Europe,1
Poland,Warsaw,Karczew,Europe,-2
Poland,Warsaw,Los,Europe,-2
Poland,Krakow,Skawina,Europe,1
Poland,Krakow,Zawiercie,Europe,1
Poland,Krakow,Imielin,Europe,-2
Poland,Krakow,Leszczyny,Europe,-2
Poland,Krakow,Gliwice,Europe,1
Poland,Warsaw,Konstancin-Jeziorna,Europe,-2
Poland,Warsaw,Sulejowek,Europe,-2
Poland,Wroclaw,Katy Wroclawskie,Europe,-2
Poland,Wroclaw,Opole,Europe,1
Poland,Krakow,Jastrzebie-Zdrj,Europe,-2
Poland,Warsaw,Gra Kalwaria,Europe,-2
Poland,Wroclaw,Jawor,Europe,-2
Poland,Krakow,Kornatka,Europe,-2
Poland,Warsaw,Radzymin,Europe,-2
Poland,Warsaw,Warszawice,Europe,-2
Poland,Warsaw,Nadarzyn,Europe,-2
Poland,Warsaw,Halinów,Europe,-2
Poland,Krakow,Zlotniki,Europe,-2
Poland,Krakow,Bobowa,Europe,-2
Poland,Krakow,Moszczenica,Europe,-2
Poland,Krakow,Belk,Europe,-2
Poland,Krakow,Siemianowice Slaskie,Europe,-2
Poland,Krakow,Skoczw,Europe,-2
Poland,Wroclaw,Swidnica,Europe,-2
Poland,Krakow,Halemba,Europe,-2
Poland,Krakow,Bukowno,Europe,-2
Poland,Warsaw,Zlotoklos,Europe,-2
Poland,Krakow,Zywiec,Europe,1
Poland,Warsaw,Wola,Europe,1
Poland,Krakow,Zabrze,Europe,1
Poland,Krakow,Niegowic,Europe,-2
Poland,Krakow,Wadowice,Europe,-2
Poland,Warsaw,Praga Plnoc,Europe,-2
Poland,Krakow,Nowy Wisnicz,Europe,-2
Poland,Warsaw,Ochota,Europe,-2
Poland,Warsaw,Podkowa Lesna,Europe,-2
Poland,Wroclaw,Krasiejw,Europe,-2
Poland,Krakow,Stare Miasto,Europe,-2
Poland,Krakow,Kety,Europe,-2
Poland,Wroclaw,Kobierzyce,Europe,-2
Poland,Warsaw,Michalowice,Europe,-2
Poland,Wroclaw,Kamieniec Wroclawski,Europe,-2
Poland,Warsaw,Teresin,Europe,-2
Poland,Warsaw,Mszczonow,Europe,-2
Poland,Wroclaw,Zlotoryja,Europe,-2
Poland,Wroclaw,Polkowice,Europe,-2
Poland,Warsaw,Pultusk,Europe,-2
Poland,Warsaw,Walendw,Europe,-2
Poland,Warsaw,Sochaczew,Europe,-2
Poland,Krakow,Skomielna Biala,Europe,-2
Poland,Warsaw,Nowy Konik,Europe,-2
Poland,Warsaw,Skierniewice,Europe,-2
Poland,Warsaw,Kozienice,Europe,-2
Poland,Krakow,Pszczyna,Europe,1
Poland,Krakow,Swietochlowice,Europe,-2
Poland,Wroclaw,Psie Pole,Europe,-2
Poland,Warsaw,Wrociszew,Europe,-2
Poland,Warsaw,Wlka Kosowska,Europe,-2
Poland,Krakow,Szczekociny,Europe,-2
Poland,Wroclaw,Kepno,Europe,-2
Poland,Wroclaw,Legnica,Europe,1
Poland,Wroclaw,Kluczbork,Europe,-2
Poland,Warsaw,Sadowa,Europe,-2
Poland,Wroclaw,Glogow,Europe,-2
Poland,Warsaw,Zygmunty,Europe,-2
Poland,Warsaw,Stupsk,Europe,-2
Poland,Krakow,Ostrowsko,Europe,-2
Poland,Krakow,Kobir,Europe,-2
Poland,Wroclaw,Szyszkw,Europe,-2
Poland,Warsaw,Stoczek Lukowski,Europe,-2
Poland,Warsaw,Zabki,Europe,-2
Poland,Krakow,Podlesna,Europe,-2
Poland,Warsaw,Radom,Europe,-2
Poland,Wroclaw,Jelenia Góra,Europe,-2
Poland,Warsaw,Wyszkow,Europe,-2
Poland,Krakow,Jedlina,Europe,-2
Poland,Krakow,Myslenice,Europe,-2
Poland,Wroclaw,Biskupice Oloboczne,Europe,-2
Poland,Warsaw,Milanwek,Europe,-2
Poland,Warsaw,Siedlce,Europe,-2
Portugal,Lisbon,Lisbon,Europe,1
Portugal,Porto,Lordelo,Europe,-2
Portugal,Lisbon,Mem Martins,Europe,-2
Portugal,Porto,Raiva,Europe,-2
Portugal,Lisbon,Monte da Caparica,Europe,-2
Portugal,Lisbon,Lisboa,Europe,1
Portugal,Lisbon,So Joo dos Montes,Europe,-2
Portugal,Lisbon,Palmela,Europe,-2
Portugal,Porto,São João da Madeira,Europe,-2
Portugal,Lisbon,Pvoa de Santa Iria e Forte da Casa,Europe,-2
Portugal,Porto,Canelas,Europe,-2
Portugal,Lisbon,Alcobaa,Europe,-2
Portugal,Lisbon,Santo António dos Cavaleiros,Europe,-2
Portugal,Lisbon,Alcabideche,Europe,-2
Portugal,Porto,Agueda,Europe,-2
Portugal,Lisbon,Alverca do Ribatejo,Europe,-2
Portugal,Porto,Vila Nova de Famalicão,Europe,1
Portugal,Porto,Sever do Vouga,Europe,-2
Portugal,Lisbon,Santa Iria de Azoia,Europe,-2
Portugal,Porto,Porto,Europe,1
Portugal,Porto,Malta,Europe,1
Portugal,Porto,Albergaria-a-Velha,Europe,-2
Portugal,Lisbon,Aldeia de Juzo,Europe,-2
Portugal,Porto,Foz do Sousa,Europe,-2
Portugal,Lisbon,Amadora,Europe,1
Portugal,Lisbon,Rio de Mouro,Europe,-2
Portugal,Porto,Gafanha da Nazar,Europe,-2
Portugal,Porto,Pedrouos,Europe,-2
Portugal,Lisbon,Caldas da Rainha,Europe,1
Portugal,Porto,Moreira,Europe,-2
Portugal,Lisbon,Salvaterra de Magos,Europe,-2
Portugal,Porto,Vila do Conde,Europe,1
Portugal,Lisbon,Seixal,Europe,1
Portugal,Lisbon,Sacavém,Europe,-2
Portugal,Porto,Constance,Europe,1
Portugal,Lisbon,Queluz,Europe,-2
Portugal,Lisbon,Sintra,Europe,1
Portugal,Porto,Vila Nova de Cerveira,Europe,-2
Portugal,Porto,Vila Nova de Gaia,Europe,1
Portugal,Lisbon,Silveira,Europe,-2
Portugal,Lisbon,Unhos,Europe,-2
Portugal,Lisbon,Agualva-Cacm,Europe,-2
Portugal,Porto,Arouca,Europe,-2
Portugal,Porto,Selho (So Cristvo),Europe,-2
Portugal,Porto,Marco de Canaveses,Europe,-2
Portugal,Porto,Lourosa,Europe,-2
Portugal,Lisbon,Ferno Ferro,Europe,-2
Portugal,Porto,Valbom,Europe,-2
Portugal,Porto,Leça da Palmeira,Europe,-2
Portugal,Porto,Vise,Europe,-2
Portugal,Lisbon,Aveiras de Cima,Europe,-2
Portugal,Porto,Torreira,Europe,-2
Portugal,Lisbon,Palhais,Europe,-2
Portugal,Porto,Povoa de Varzim,Europe,-2
Portugal,Porto,Sabroso de Aguiar,Europe,-2
Portugal,Lisbon,Odivelas,Europe,1
Portugal,Porto,Gandra,Europe,-2
Portugal,Lisbon,So Julio do Tojal,Europe,-2
Portugal,Lisbon,Almada,Europe,1
Portugal,Porto,São Mamede de Infesta,Europe,-2
Portugal,Lisbon,So Pedro da Cadeira,Europe,-2
Portugal,Lisbon,Barreiro,Europe,1
Portugal,Porto,Póvoa de Lanhoso,Europe,-2
Portugal,Porto,Rego,Europe,1
Portugal,Lisbon,Santo Anto do Tojal,Europe,-2
Portugal,Lisbon,Cartaxo,Europe,-2
Portugal,Lisbon,Amora,Europe,-2
Portugal,Lisbon,So Joo do Estoril,Europe,-2
Portugal,Lisbon,Loures,Europe,-2
Portugal,Lisbon,Alhos Vedros,Europe,-2
Portugal,Porto,So Flix da Marinha,Europe,-2
Portugal,Porto,Santa Maria da Feira,Europe,1
Portugal,Porto,Cantanhede,Europe,1
Portugal,Porto,Freamunde,Europe,-2
Portugal,Lisbon,"Peniche, Portugal",Europe,-2
Portugal,Porto,Vilarinho das Cambas,Europe,-2
Portugal,Porto,Vila Pouca de Aguiar,Europe,-2
Portugal,Porto,Mondim de Basto,Europe,-2
Portugal,Lisbon,Póvoa de Santa Iria,Europe,-2
Portugal,Porto,Cavales,Europe,-2
Portugal,Lisbon,Óbidos Municipality,Europe,-2
Portugal,Porto,Gemunde,Europe,-2
Portugal,Lisbon,Moita,Europe,1
Portugal,Lisbon,Casal da Areia,Europe,-2
Portugal,Lisbon,Azeito,Europe,-2
Portugal,Lisbon,Queijas,Europe,-2
Portugal,Porto,Cortegaa,Europe,-2
Portugal,Porto,Lousada,Europe,-2
Portugal,Lisbon,So Joo da Talha,Europe,-2
Portugal,Porto,Ilhavo,Europe,-2
Portugal,Lisbon,Alcanede,Europe,-2
Portugal,Lisbon,Santo Isidoro,Europe,-2
Portugal,Porto,Oliveira de Frades,Europe,-2
Portugal,Lisbon,Paço de Arcos,Europe,-2
Portugal,Porto,Ponte da Barca,Europe,-2
Portugal,Lisbon,Vila Franca de Xira,Europe,-2
Portugal,Porto,Esmoriz,Europe,-2
Portugal,Porto,Celorico de Basto,Europe,-2
Portugal,Porto,Rio Tinto,Europe,1
Portugal,Porto,Alfena,Europe,-2
Portugal,Lisbon,Carnaxide,Europe,-2
Portugal,Lisbon,Linda-a-Velha,Europe,-2
Portugal,Lisbon,Gaeiras,Europe,-2
Portugal,Lisbon,Santo Isidoro Mafra,Europe,-2
Portugal,Porto,Rebordosa,Europe,-2
Portugal,Lisbon,Venda do Pinheiro,Europe,-2
Portugal,Porto,Ovar,Europe,1
Portugal,Lisbon,Castanheira do Ribatejo,Europe,-2
Portugal,Porto,Maia,Europe,1
Portugal,Porto,Felgueiras,Europe,1
Portugal,Lisbon,Santa Cruz,Europe,1
Portugal,Lisbon,Oeiras,Europe,1
Portugal,Lisbon,Arruda dos Vinhos,Europe,-2
Portugal,Porto,Ponte de Lima,Europe,1
Portugal,Porto,Ermesinde,Europe,-2
Portugal,Porto,Carregoso,Europe,-2
Portugal,Porto,Perafita,Europe,-2
Portugal,Porto,Serzedo,Europe,-2
Portugal,Porto,Coronado,Europe,1
Portugal,Porto,Carregal do Sal,Europe,-2
Portugal,Porto,Esposende,Europe,1
Portugal,Lisbon,Costa da Caparica,Europe,-2
Portugal,Porto,Matosinhos,Europe,1
Portugal,Porto,Senhora da Hora,Europe,-2
Portugal,Porto,Boticas,Europe,-2
Portugal,Porto,Leça do Balio,Europe,-2
Portugal,Porto,Barcelos,Europe,1
Portugal,Lisbon,Samora Correia,Europe,-2
Portugal,Porto,Vila Me,Europe,-2
Portugal,Porto,Vila Real,Europe,1
Portugal,Lisbon,Benavente,Europe,-2
Portugal,Porto,Tamel,Europe,-2
Portugal,Porto,Cabeceiras de Basto,Europe,-2
Portugal,Porto,Carvalhosa,Europe,-2
Portugal,Lisbon,Parede,Europe,1
Portugal,Lisbon,Algueirão–Mem Martins,Europe,-2
Portugal,Porto,Loureiro,Europe,-2
Portugal,Porto,Penafiel,Europe,1
Portugal,Porto,Rio Meão,Europe,-2
Portugal,Porto,Caldas de Vizela,Europe,-2
Portugal,Porto,So Cosme,Europe,-2
Portugal,Lisbon,Marinhais,Europe,-2
Portugal,Porto,Santo Tirso,Europe,-2
Portugal,Porto,Guilhabre,Europe,-2
Portugal,Porto,Avintes,Europe,-2
Portugal,Lisbon,São Domingos de Rana,Europe,-2
Portugal,Lisbon,Chamusca,Europe,-2
Portugal,Porto,Cinfes,Europe,-2
Portugal,Porto,São Paio de Oleiros,Europe,-2
Portugal,Porto,Gandarela,Europe,-2
Portugal,Porto,Bustos,Europe,-2
Portugal,Porto,Amarante,Europe,1
Portugal,Lisbon,Mafra,Europe,1
Portugal,Porto,Nelas,Europe,-2
Portugal,Lisbon,Agualva-Cacém,Europe,-2
Portugal,Porto,Fajozes,Europe,-2
Portugal,Porto,Mozelos,Europe,-2
Portugal,Lisbon,Sines,Europe,-2
Portugal,Porto,Vale de Cambra,Europe,-2
Portugal,Porto,Vila Nova de Famalico,Europe,-2
Portugal,Porto,Rio Meo,Europe,-2
Portugal,Lisbon,Caneas,Europe,-2
Portugal,Lisbon,Pontinha,Europe,-2
Portugal,Porto,Sangalhos,Europe,-2
Portugal,Porto,Mortágua,Europe,-2
Portugal,Porto,Arcos de Valdevez,Europe,-2
Portugal,Lisbon,Malveira,Europe,-2
Puerto Rico,San Juan,Bayamón,Latin America,-2
Puerto Rico,San Juan,Barranquitas,Latin America,-2
Puerto Rico,San Juan,Canóvanas,Latin America,1
Puerto Rico,San Juan,Palmas del Mar,Latin America,-2
Puerto Rico,San Juan,Guayama,Latin America,-2
Puerto Rico,San Juan,Bayamon,Latin America,-2
Puerto Rico,San Juan,San Juan,Latin America,1
Puerto Rico,San Juan,Hato Rey Norte,Latin America,-2
Puerto Rico,San Juan,Caguas,Latin America,-2
Puerto Rico,San Juan,Cayey,Latin America,-2
Puerto Rico,San Juan,Santurce,Latin America,-2
Puerto Rico,San Juan,Río Piedras,Latin America,-2
Puerto Rico,San Juan,Ponce,Latin America,-2
Puerto Rico,San Juan,Fajardo,Latin America,-2
Puerto Rico,San Juan,Mercedita,Latin America,-2
Puerto Rico,San Juan,Guaynabo,Latin America,1
Puerto Rico,San Juan,Utuado,Latin America,-2
Puerto Rico,San Juan,Vega Baja,Latin America,-2
Puerto Rico,San Juan,Orocovis,Latin America,-2
Qatar,Doha,Doha,Asia,1
Qatar,Doha,Diplomatic Area,Asia,-2
Qatar,Doha,Al Khor,Asia,-2
Qatar,Doha,Al Wakrah,Asia,-2
Romania,Bucharest,Bucharest,Europe,1
Romania,Cluj,Baia Mare,Europe,1
Romania,Bucharest,Buftea,Europe,-2
Romania,Bucharest,Jilava,Europe,-2
Romania,Bucharest,Sector 3,Europe,1
Romania,Bucharest,Ceptura,Europe,-2
Romania,Bucharest,Pantelimon,Europe,-2
Romania,Cluj,Micasasa,Europe,-2
Romania,Bucharest,Sector 4,Europe,-2
Romania,Cluj,Bucure?ci,Europe,-2
Romania,Bucharest,Otopeni,Europe,-2
Romania,Cluj,Trgu Mure?,Europe,-2
Romania,Cluj,Flore?ti,Europe,-2
Romania,Cluj,Cluj-Napoca,Europe,1
Romania,Bucharest,Magurele,Europe,-2
Romania,Bucharest,Sector 1,Europe,-2
Romania,Bucharest,?tefane?tii de Jos,Europe,-2
Romania,Cluj,Târgu Mure?,Europe,1
Romania,Bucharest,Mogo?oaia,Europe,-2
Romania,Bucharest,Voluntari,Europe,-2
Romania,Cluj,Ocna Mure?,Europe,-2
Romania,Bucharest,Giurgi,Europe,-2
Romania,Bucharest,Ulmi,Europe,-2
Romania,Bucharest,Buza,Europe,-2
Romania,Cluj,Alba Iulia,Europe,1
Romania,Cluj,Snpetru de Cmpie,Europe,-2
Romania,Cluj,Media?,Europe,-2
Romania,Bucharest,Ciorogarla / Ilfov,Europe,-2
Romania,Bucharest,Brazi,Europe,-2
Romania,Cluj,Reghin,Europe,-2
Romania,Bucharest,Urla?i,Europe,-2
Romania,Bucharest,Sector 5,Europe,-2
Romania,Cluj,Mihai Viteaz,Europe,-2
Romania,Bucharest,Ploie?ti,Europe,-2
Romania,Bucharest,Balote?ti,Europe,-2
Romania,Cluj,Napradea,Europe,-2
Romania,Bucharest,Snger,Europe,-2
Romania,Cluj,Gila,Europe,-2
Romania,Bucharest,Berceni,Europe,-2
Romania,Bucharest,Bolde?ti-Scaeni,Europe,-2
Romania,Cluj,Trnaveni,Europe,-2
Romania,Cluj,Dezmir,Europe,-2
Romania,Cluj,Aiton,Europe,-2
Romania,Bucharest,Trgovi?te,Europe,-2
Romania,Bucharest,Bucure?ti,Europe,1
Romania,Cluj,Criste?tii Ciceului,Europe,-2
Romania,Bucharest,Corbeanca,Europe,-2
Romania,Bucharest,Dara?ti-Ilfov,Europe,-2
Romania,Cluj,Câmpeni,Europe,-2
Russia,Saint Petersburg,Saint Petersburg,Europe,1
Russia,Moscow,Obninsk,Europe,1
Russia,Moscow,Skolkovo Innovation Center,Europe,-2
Russia,Moscow,Balashikha,Europe,-2
Russia,Moscow,Dolgoprudny,Europe,1
Russia,Moscow,Ramenskoye,Europe,-2
Russia,Saint Petersburg,Pushkin,Europe,-2
Russia,Moscow,Moscow,Europe,1
Russia,Moscow,Korolyov,Europe,1
Russia,Moscow,Tsentralnyy administrativnyy okrug,Europe,-2
Russia,Moscow,Dmitrov,Europe,-2
Russia,Kazan,Volzhsk,Europe,-2
Russia,Moscow,Podolsk,Europe,1
Russia,Moscow,Northern Administrative Okrug,Europe,-2
Russia,Moscow,Scolkovo,Europe,-2
Russia,Moscow,Zelenograd,Europe,1
Russia,Moscow,Vnukovo,Europe,-2
Russia,Kazan,Kazan,Europe,1
Russia,Saint Petersburg,Zelenogorsk,Europe,-2
Russia,Kazan,Innopolis,Europe,1
Russia,Moscow,Sergiev Posad,Europe,-2
Russia,Moscow,Mytishchi,Europe,1
Russia,Moscow,Strogino District,Europe,-2
Russia,Moscow,Zhukovskiy,Europe,1
Russia,Moscow,Serpukhov,Europe,1
Russia,Moscow,Chernogolovka,Europe,1
Russia,Moscow,Central Administrative Okrug,Europe,-2
Russia,Moscow,Khimki,Europe,-2
Russia,Moscow,Ramenskiy,Europe,-2
Russia,Moscow,Odintsovo,Europe,1
Russia,Moscow,Krasnogorsk,Europe,1
Russia,Moscow,Vatulino,Europe,-2
Russia,Moscow,Bronnitsy,Europe,-2
Russia,Moscow,Shchyolkovo,Europe,-2
Russia,Saint Petersburg,Sankt-Peterburg,Europe,1
Russia,Moscow,Prospekt Vernadskoho District,Europe,-2
Russia,Moscow,Chekhov,Europe,-2
Russia,Moscow,Troitsk,Europe,-2
Russia,Moscow,Soloslovo,Europe,-2
Russia,Moscow,Mitino District,Europe,-2
Russia,Moscow,Malakhovka,Europe,-2
Russia,Moscow,Pushkino,Europe,1
Russia,Saint Petersburg,Tyarlevo,Europe,-2
Russia,Moscow,Barvikha,Europe,-2
Russia,Moscow,Staraya Kupavna,Europe,-2
Russia,Moscow,Klimovsk,Europe,-2
Russia,Saint Petersburg,Lomonosov,Europe,-2
Russia,Moscow,Yugo-Vostochnyy administrativnyy okrug,Europe,-2
Russia,Moscow,Zapadnyy administrativnyy okrug,Europe,-2
Russia,Kazan,Rybnaya Sloboda,Europe,-2
Russia,Moscow,Chernaya Gryaz',Europe,-2
Rwanda,Kigali,Ruhengeri,Africa,-2
Rwanda,Kigali,Kigali,Africa,1
Rwanda,Kigali,Gisenyi,Africa,-2
Saudi Arabia,Riyadh,Riyadh,Asia,1
Saudi Arabia,Riyadh,Dhahrat Al Badi'ah,Asia,-2
Saudi Arabia,Riyadh,Al Safarat,Asia,-2
Senegal,Dakar,Dakar,Africa,1
Senegal,Dakar,Fann,Africa,-2
Senegal,Dakar,Rufisque,Africa,-2
Senegal,Dakar,Ouakam,Africa,-2
Serbia,Belgrade and Novi Sad,Becej,Europe,-2
Serbia,Belgrade and Novi Sad,Belgrade,Europe,1
Serbia,Belgrade and Novi Sad,Kac,Europe,-2
Serbia,Belgrade and Novi Sad,Kragujevac,Europe,1
Serbia,Belgrade and Novi Sad,Nova Pazova,Europe,-2
Serbia,Belgrade and Novi Sad,Novi Sad,Europe,1
Serbia,Belgrade and Novi Sad,Pancevo,Europe,-2
Serbia,Belgrade and Novi Sad,Šabac,Europe,1
Serbia,Belgrade and Novi Sad,Sremska Mitrovica,Europe,-2
Serbia,Belgrade and Novi Sad,Svilajnac,Europe,-2
Serbia,Belgrade and Novi Sad,Ub,Europe,1
Serbia,Belgrade and Novi Sad,Zemun,Europe,1
Serbia,Belgrade and Novi Sad,Zrenjanin,Europe,-2
Singapore,Singapore,Singapore,Asia,1
Slovakia,Bratislava,Trnava,Europe,1
Slovakia,Bratislava,Lok,Europe,-2
Slovakia,Bratislava,Velký Lapáš,Europe,-2
